prefix,MA,Name,von,bis,dauer_min_str,auftrag_nummer,position_text,auaw1,auaw2,aw_ant_min_str,st_ant_pct_str,lstgrad,Anwes.,Produkt.,Pause,dauer_min,auaw_min,aw_ant_min,st_ant_pct
,,15:15               ,16:02               ,F,0:47                ,36742,"3,01 [Position fehlt!]",??                  ,,,,7:17                ,7:13                ,AP,,47,0.0,0.0,0.0
,,16:02               ,16:17               ,F,0:14                ,218351,"1,04 I  störungsrelevanten Fehlercodes",--                  ,,,,,,,,14,0.0,0.0,0.0
,,16:17               ,17:00               ,F,0:43                ,219380,"1,03 I  Fehler nicht nachvollziehbar",0:48                ,0:34                ,0:43                ,"79,1%               ",8:15                ,8:11                ,AP,,43,48.0,43.0,79.1
,,08:00               ,08:16               ,F,0:16                ,31,"3,01 I  Ebner Patrick",--                  ,,,,0:21                ,0:16                ,,,16,0.0,0.0,0.0
,,08:16               ,13:06               ,F,4:05                ,37343,"1,02 I  AUSTAUSCH 2 BREMSSCHEIBEN VO",0:48                ,0:48                ,1:08                ,"70,6%               ",,,,,245,48.0,68.0,70.6
,,13:06               ,14:43               ,F,1:37                ,37325,"1,01 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,1:05                ,"92,3%               ",,,,,97,60.0,65.0,92.3
,,14:43               ,15:18               ,F,0:35                ,218953,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:29                ,"103,4%              ",,,,,35,30.0,29.0,103.4
,,15:18               ,15:57               ,F,0:40                ,37420,"1,02 W  NACH 50 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:33                ,"90,9%               ",,,,,40,30.0,33.0,90.9
,,08:46               ,09:49               ,F,1:03                ,312876,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN JAHR 4",1:00                ,0:30                ,0:25                ,"120,0%              ",,,,,63,60.0,25.0,120.0
,,09:49               ,10:52               ,F,1:03                ,312876,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN JAHR 4",1:00                ,0:30                ,0:25                ,"120,0%              ",,,,,63,60.0,25.0,120.0
,,10:54               ,16:46               ,F,5:07                ,312519,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:26                ,0:29                ,"89,7%               ",,,,,307,30.0,29.0,89.7
,,09:20               ,10:07               ,F,0:46                ,36674,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:38                ,"78,9%               ",,,,,46,30.0,38.0,78.9
,,10:07               ,11:37               ,F,1:30                ,36742,"1,02 W  Inspektion, Zeitpunkt nach 4 Jahren",1:18                ,1:18                ,0:48                ,"162,5%              ",,,,,90,78.0,48.0,162.5
,,11:38               ,14:10               ,F,1:47                ,37056,"1,01 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,1:23                ,"72,3%               ",,,,,107,60.0,83.0,72.3
,,14:10               ,14:52               ,F,0:42                ,37328,"1,01 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:30                ,"200,0%              ",,,,,42,60.0,30.0,200.0
,,15:25               ,16:49               ,F,1:24                ,37000,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:52                ,"57,7%               ",,,,,84,30.0,52.0,57.7
,,08:09               ,08:39               ,F,0:30                ,31,"9,05 I  Stabel Viktor",--                  ,,,,0:35                ,0:30                ,,,30,0.0,0.0,0.0
,,08:39               ,10:15               ,F,1:36                ,312942,"1,02 W  MDI - Diagnose",0:18                ,0:18                ,0:16                ,"112,5%              ",,,,,96,18.0,16.0,112.5
,,10:15               ,10:44               ,F,0:29                ,312959,"1,03 I  Lichttest ohne Berechnung",0:12                ,0:12                ,0:15                ,"80,0%               ",,,,,29,12.0,15.0,80.0
,,10:44               ,11:00               ,F,0:16                ,312963,"1,05 W  Ausdruck im DA hinterlegen",0:06                ,0:06                ,0:04                ,"150,0%              ",,,,,16,6.0,4.0,150.0
,,11:01               ,13:06               ,F,1:21                ,312651,"1,05 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:54                ,0:54                ,2:12                ,"40,9%               ",,,,,81,54.0,132.0,40.9
,,13:14               ,14:18               ,F,1:05                ,312787,"1,05 G  Motor ersetzen",4:30                ,0:16                ,2:27                ,"10,9%               ",,,,,65,270.0,147.0,10.9
,,14:19               ,14:36               ,F,0:17                ,312912,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:22                ,0:11                ,"200,0%              ",,,,,17,30.0,11.0,200.0
,,08:07               ,09:46               ,F,1:39                ,312709,"1,02 W  Vorführung zur Abgas-Untersuchung (AU)",0:24                ,0:16                ,0:13                ,"123,1%              ",,,,,99,24.0,13.0,123.1
,,09:54               ,10:50               ,F,0:57                ,312709,"1,02 W  Vorführung zur Abgas-Untersuchung (AU)",0:24                ,0:08                ,0:06                ,"133,3%              ",,,,,57,24.0,6.0,133.3
,,10:51               ,11:04               ,F,0:14                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,3:02                ,2:57                ,,,14,0.0,0.0,0.0
,,11:05               ,12:58               ,F,1:09                ,312887,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:21                ,"142,9%              ",,,,,69,30.0,21.0,142.9
,,12:58               ,13:28               ,F,0:30                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,4:41                ,4:35                ,AP,,30,0.0,0.0,0.0
,,13:29               ,13:46               ,F,0:18                ,312976,"1,05 G  EINGRIFF PRAEVENTIVMASSNAHME 1 AM",0:18                ,0:18                ,1:30                ,"20,0%               ",4:59                ,4:53                ,AP,,18,18.0,90.0,20.0
,,13:46               ,14:09               ,F,0:23                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,5:22                ,5:16                ,AP,,23,0.0,0.0,0.0
,,14:09               ,14:17               ,F,0:07                ,312912,"1,03 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:08                ,0:04                ,"200,0%              ",,,,,7,30.0,4.0,200.0
,,14:37               ,14:48               ,F,0:11                ,31,"9,02 I  Berger Sascha",--                  ,,,,6:01                ,5:54                ,AP,,11,0.0,0.0,0.0
,,14:48               ,15:54               ,F,1:06                ,313014,"1,06 K  Radio ersetzen",0:36                ,0:05                ,0:28                ,"17,9%               ",,,,,66,36.0,28.0,17.9
,,15:54               ,16:47               ,F,0:53                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,8:00                ,7:53                ,AP,,53,0.0,0.0,0.0
,,08:18               ,09:30               ,F,1:12                ,219374,"1,04 G  Sicherheitsgurte vorne und hinten links",0:42                ,0:23                ,1:12                ,"31,9%               ",1:30                ,1:28                ,,,72,42.0,72.0,31.9
,,09:31               ,09:57               ,F,0:26                ,218813,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:22                ,"136,4%              ",,,,,26,30.0,22.0,136.4
,,09:57               ,11:45               ,F,1:48                ,218610,"1,03 W  Inspektion nach 4.Jahren",1:54                ,1:54                ,1:29                ,"128,1%              ",,,,,108,114.0,89.0,128.1
,,11:45               ,15:07               ,F,2:37                ,218404,"1,03 W  Inspektion nach 3 Jahren ohne SWS",1:06                ,1:06                ,0:59                ,"111,9%              ",,,,,157,66.0,59.0,111.9
,,15:07               ,15:23               ,F,0:16                ,218405,"1,04 G  ECU-Update",0:18                ,0:18                ,0:16                ,"112,5%              ",6:38                ,6:35                ,AP,,16,18.0,16.0,112.5
,,08:11               ,08:42               ,F,0:30                ,218872,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:25                ,"120,0%              ",,,,,30,30.0,25.0,120.0
,,08:42               ,10:14               ,F,1:32                ,37513,"1,01 W  Vormontage 4 Räder",0:54                ,0:54                ,0:55                ,"98,2%               ",,,,,92,54.0,55.0,98.2
,,10:14               ,13:36               ,F,2:37                ,218500,"1,01 W  Inspektion nach 6 Jahren",1:48                ,1:48                ,1:43                ,"104,9%              ",,,,,157,108.0,103.0,104.9
,,13:39               ,14:13               ,F,0:34                ,219167,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:14                ,"214,3%              ",,,,,34,30.0,14.0,214.3
,,14:13               ,14:42               ,F,0:29                ,37014,"1,02 W  NACH 50 BIS 100 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:18                ,"166,7%              ",,,,,29,30.0,18.0,166.7
,,14:43               ,15:07               ,F,0:25                ,219164,"1,02 I  NACH 50 KM NACHZIEHEN LASSEN",0:30                ,0:30                ,0:16                ,"187,5%              ",,,,,25,30.0,16.0,187.5
,,15:07               ,16:30               ,F,1:22                ,37630,"1,01 I  107 Punkte Check Verbrenner/ PHEV",0:30                ,0:30                ,0:19                ,"157,9%              ",,,,,82,30.0,19.0,157.9
,,07:36               ,08:18               ,F,0:42                ,35816,"1,04 W  Inspektion, Zeitpunkt nach 5 Jahren",0:48                ,0:48                ,0:34                ,"141,2%              ",,,,,42,48.0,34.0,141.2
,,08:18               ,09:18               ,F,1:00                ,35940,"1,02 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:50                ,"120,0%              ",,,,,60,60.0,50.0,120.0
,,09:19               ,10:10               ,F,0:51                ,37078,"1,01 W  SYSTEMATISCHE WARTUNGSARBEITEN",1:00                ,1:00                ,0:36                ,"166,7%              ",,,,,51,60.0,36.0,166.7
,,11:26               ,13:18               ,F,1:08                ,36293,"1,01 W  Überprüfung auf Nacharbeiten / Kampagnen",--                  ,,,,,,,,68,0.0,0.0,0.0
,,13:19               ,16:45               ,F,3:26                ,37166,"1,04 W  Fzg.Durchsicht",0:36                ,0:05                ,0:15                ,"33,3%               ",,,,,206,36.0,15.0,33.3
,,07:47               ,08:08               ,F,0:22                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,0:22                ,0:22                ,,,22,0.0,0.0,0.0
,,10:07               ,10:24               ,F,0:17                ,300014,"5,01 I  E-TAC-ANFRAGEN",--                  ,,,,2:38                ,2:37                ,,,17,0.0,0.0,0.0
,,10:25               ,10:43               ,F,0:18                ,312891,"1,02 W  Vorführung zur Abgas-Untersuchung (AU)",0:24                ,0:24                ,0:18                ,"133,3%              ",2:56                ,2:56                ,,,18,24.0,18.0,133.3
,,10:43               ,11:21               ,F,0:38                ,312987,"1,02 W  Vorführung zur Abgas-Untersuchung (AU)",0:24                ,0:24                ,0:38                ,"63,2%               ",3:34                ,3:34                ,,,38,24.0,38.0,63.2
,,11:21               ,11:40               ,F,0:18                ,313010,"1,01 W  Kühlsystem - Lecksuche",0:18                ,0:01                ,0:18                ,"5,6%                ",3:53                ,3:52                ,,,18,18.0,18.0,5.6
,,11:40               ,13:00               ,F,0:35                ,31,"1,02 I  Diagnosefahrt",--                  ,,,,4:28                ,4:27                ,AP,,35,0.0,0.0,0.0
,,13:00               ,16:31               ,F,3:31                ,313010,"1,01 W  Kühlsystem - Lecksuche",0:18                ,0:17                ,3:31                ,"8,1%                ",7:59                ,7:58                ,AP,,211,18.0,211.0,8.1
