Kontonr EIGEN;Kontobezeichnung (rein informativ!) EIGEN;Kontonr ALTERNATIV;Kontobezeichnung ALTERNATIV;
511322;NW Anz GT Gewerbekd Ka;-;-;
511331;NW Anz GT Gewerbekd Le;-;-;
511332;NW Anz GT Gewerbekd Le;-;-;
511341;NW Anz GT Großkd Kauf;-;-;
511342;NW Anz GT Großkd Kauf;-;-;
511351;NW Anz GT Großkd Leas;-;-;
511352;NW Anz GT Großkd Leas;-;-;
511361;NW Anz GT Vermitt Kauf;-;-;
511362;NW Anz GT Vermitt Kauf;-;-;
511371;NW Anz GT Vermitt Leas;-;-;
511372;NW Anz GT Vermitt Leas;-;-;
511401;NW Anz US- Fzg an Kunden Kauf;-;-;
511402;NW Anz US- Fzg an Kunden Kauf;-;-;
511411;NW Anz US- Fzg an Kunden Leas;-;-;
511412;NW Anz US- Fzg an Kunden Leas;-;-;
511421;NW Anz US- Fzg Gewerbekd Kauf;-;-;
511422;NW Anz US- Fzg Gewerbekd Kauf;-;-;
511431;NW Anz US- Fzg Gewerbekd Leas;-;-;
511432;NW Anz US- Fzg Gewerbekd Leas;-;-;
511441;NW Anz US- Fzg Großkd Kauf;-;-;
511442;NW Anz US- Fzg Großkd Kauf;-;-;
511451;NW Anz US- Fzg Großkd Leas;-;-;
511452;NW Anz US- Fzg Großkd Leas;-;-;
511461;NW Anz US- Fzg Vermitt Kauf;-;-;
511462;NW Anz US- Fzg Vermitt Kauf;-;-;
511471;NW Anz US- Fzg Vermitt Leas;-;-;
511472;NW Anz US- Fzg Vermitt Leas;-;-;
511501;NW Anz sonst GM Fzg an Kd Kauf;-;-;
511502;NW Anz sonst GM Fzg an Kd Kauf;-;-;
511511;NW Anz sonst GM Fzg an Kd Leas;-;-;
511512;NW Anz sonst GM Fzg an Kd Leas;-;-;
511521;NW Anz sonst GM Fzg Gewkd Kauf;-;-;
511522;NW Anz sonst GM Fzg Gewkd Kauf;-;-;
511531;NW Anz sonst GM Fzg Gewkd Leas;-;-;
511532;NW Anz sonst GM Fzg Gewkd Leas;-;-;
511541;NW Anz sonstGM Fzg Großkd Kauf;-;-;
511542;NW Anz sonstGM Fzg Großkd Kauf;-;-;
511551;NW Anz sonstGM Fzg Großkd Leas;-;-;
511552;NW Anz sonstGM Fzg Großkd Leas;-;-;
511561;NW Anz sonstGM Fzg VermittKauf;-;-;
511562;NW Anz sonstGM Fzg VermittKauf;-;-;
511571;NW Anz sonstGM Fzg VermittLeas;-;-;
511572;NW Anz sonstGM Fzg VermittLeas;-;-;
511601;NW Anz Corsa Van an Kd Kauf;-;-;
511602;NW Anz Corsa Van an Kd Kauf;-;-;
511611;NW Anz Corsa Van an Kd Leas;-;-;
511612;NW Anz Corsa Van an Kd Leas;-;-;
511621;NW Anz Corsa Van Gewkd Kauf;-;-;
511622;NW Anz Corsa Van Gewkd Kauf;-;-;
511631;NW Anz Corsa Van Gewkd Leas;-;-;
511632;NW Anz Corsa Van Gewkd Leas;-;-;
511641;NW Anz Corsa Van Großkd Kauf;-;-;
511642;NW Anz Corsa Van Großkd Kauf;-;-;
511651;NW Anz Corsa Van Großkd Leas;-;-;
511652;NW Anz Corsa Van Großkd Leas;-;-;
511661;NW Anz Corsa Van Vermitt Kauf;-;-;
511662;NW Anz Corsa Van Vermitt Kauf;-;-;
511671;NW Anz Corsa Van Vermitt Leas;-;-;
511672;NW Anz Corsa Van Vermitt Leas;-;-;
511701;NW Anz Combo Van an Kd Kauf;-;-;
511702;NW Anz Combo Van an Kd Kauf;-;-;
511711;NW Anz Combo Van an Kd Leas;-;-;
511712;NW Anz Combo Van an Kd Leas;-;-;
511721;NW Anz Combo Van Gewkd Kauf;-;-;
511722;NW Anz Combo Van Gewkd Kauf;-;-;
511731;NW Anz Combo Van Gewkd Leas;-;-;
511732;NW Anz Combo Van Gewkd Leas;-;-;
511741;NW Anz Combo Van Großkd Kauf;-;-;
511742;NW Anz Combo Van Großkd Kauf;-;-;
511751;NW Anz Combo Van Großkd Leas;-;-;
511752;NW Anz Combo Van Großkd Leas;-;-;
511761;NW Anz Combo Van Vermitt Kauf;-;-;
511762;NW Anz Combo Van Vermitt Kauf;-;-;
511771;NW Anz Combo Van Vermitt Leas;-;-;
511772;NW Anz Combo Van Vermitt Leas;-;-;
511801;NW Anz Astra Van an Kd Kauf;-;-;
511802;NW Anz Astra Van an Kd Kauf;-;-;
511811;NW Anz Astra Van an Kd Leas;-;-;
511812;NW Anz Astra Van an Kd Leas;-;-;
511821;NW Anz Astra Van Gewkd Kauf;-;-;
511822;NW Anz Astra Van Gewkd Kauf;-;-;
511831;NW Anz Astra Van an Gewkd Leas;-;-;
511832;NW Anz Astra Van an Gewkd Leas;-;-;
511841;NW Anz Astra Van an GroßkdKauf;-;-;
511842;NW Anz Astra Van an GroßkdKauf;-;-;
511851;NW Anz Astra Van an GroßkdLeas;-;-;
511852;NW Anz Astra Van an GroßkdLeas;-;-;
511861;NW Anz Astra Van VermittKauf;-;-;
511862;NW Anz Astra Van VermittKauf;-;-;
511871;NW Anz Astra Van Vermitt Leas;-;-;
511872;NW Anz Astra Van Vermitt Leas;-;-;
511901;NW Anz Grandl.X an Kd.Kauf;-;-;
511902;NW Anz Grandl.X an Kd.Kauf;-;-;
511911;NW Anz Grandland X an KD Leas;-;-;
511912;NW Anz Grandland X an KD Leas;-;-;
511921;NW Anz Grandland X an Gew.KD K;-;-;
511922;NW Anz Grandland X an Gew.KD K;-;-;
511931;NW Anz Grandland X Gewkd Leas;-;-;
511932;NW Anz Grandland X Gewkd Leas;-;-;
511941;NW Anz Grandland X Großkd Kauf;-;-;
511942;NW Anz Grandland X Großkd Kauf;-;-;
511951;NW Anz Grandland X Großkd Leas;-;-;
511952;NW Anz Grandland X Großkd Leas;-;-;
511961;NW Anz Grandland X Vermittl Ka;-;-;
511962;NW Anz Grandland X Vermittl Ka;-;-;
511971;NW AnzGrandland X Vermittl Lea;-;-;
511972;NW AnzGrandland X Vermittl Lea;-;-;
512001;NW Anz Vivaro an Kd Kauf;-;-;
512002;NW Anz Vivaro an Kd Kauf;-;-;
512011;NW Anz Vivaro an Kd Leas;-;-;
512012;NW Anz Vivaro an Kd Leas;-;-;
512021;NW Anz Vivaro an Gewkd Kauf;-;-;
512022;NW Anz Vivaro an Gewkd Kauf;-;-;
512031;NW Anz Vivaro an Gewkd Leas;-;-;
512032;NW Anz Vivaro an Gewkd Leas;-;-;
512041;NW Anz Vivaro an Großkd Kauf;-;-;
512042;NW Anz Vivaro an Großkd Kauf;-;-;
512051;NW Anz Vivaro an Großkd Leas;-;-;
512052;NW Anz Vivaro an Großkd Leas;-;-;
512061;NW Anz Vivaro an Vermitt Kauf;-;-;
512062;NW Anz Vivaro an Vermitt Kauf;-;-;
512071;NW Anz Vivaro an Vermitt Leas;-;-;
512072;NW Anz Vivaro an Vermitt Leas;-;-;
512101;NW Anz Movano an Kd Kauf;-;-;
512102;NW Anz Movano an Kd Kauf;-;-;
512111;NW Anz Movano an Kd Leas;-;-;
512112;NW Anz Movano an Kd Leas;-;-;
512121;NW Anz Movano an Gewkd Kauf;-;-;
512122;NW Anz Movano an Gewkd Kauf;-;-;
512131;NW Anz Movano an Gewkd Leas;-;-;
512132;NW Anz Movano an Gewkd Leas;-;-;
512141;NW Anz Movano an Großkd Kauf;-;-;
512142;NW Anz Movano an Großkd Kauf;-;-;
512151;NW Anz Movano an Großkd Leas;-;-;
512152;NW Anz Movano an Großkd Leas;-;-;
512161;NW Anz Movano an Vermitt Kauf;-;-;
512162;NW Anz Movano an Vermitt Kauf;-;-;
512171;NW Anz Movano an Vermitt Leas;-;-;
512172;NW Anz Movano an Vermitt Leas;-;-;
512201;NW Anz Crosscamp an KD Kauf;-;-;
512202;NW Anz Crosscamp an KD Kauf;-;-;
512211;NW Anz Crosscamp an KD Leasing;-;-;
512212;NW Anz Crosscamp an KD Leasing;-;-;
512221;NW Anz Crosscamp GewKD Kauf;-;-;
512222;NW Anz Crosscamp GewKD Kauf;-;-;
512231;NW Anz Crosscamp GewKD Leas;-;-;
512232;NW Anz Crosscamp GewKD Leas;-;-;
512241;NW Anz Crosscamp GroßKD Kauf;-;-;
512242;NW Anz Crosscamp GroßKD Kauf;-;-;
512251;NW Anz Crosscamp GroßKD Leas;-;-;
512252;NW Anz Crosscamp GroßKD Leas;-;-;
512261;NW Anz Crosscamp VermKauf;-;-;
512262;NW Anz Crosscamp VermKauf;-;-;
512271;NW Anz Crosscamp VermLeasing;-;-;
512272;NW Anz Crosscamp VermLeasing;-;-;
512301;NW Anz Astra TwinTop Kd Kauf;-;-;
512302;NW Anz Astra TwinTop Kd Kauf;-;-;
512311;NW Anz Astra TwinTop Kd Leas;-;-;
512312;NW Anz Astra TwinTop Kd Leas;-;-;
512321;NW Anz Astra TwinTop Gewkd Ka;-;-;
512322;NW Anz Astra TwinTop Gewkd Ka;-;-;
512331;NW Anz Astra TwinTop Gewkd Le;-;-;
512332;NW Anz Astra TwinTop Gewkd Le;-;-;
512341;NW Anz Astra TwinTop Großkd Ka;-;-;
512342;NW Anz Astra TwinTop Großkd Ka;-;-;
512351;NW Anz Astra TwinTop Großkd Le;-;-;
512352;NW Anz Astra TwinTop Großkd Le;-;-;
512361;NW Anz Astra TwinTop Vermitt K;-;-;
512362;NW Anz Astra TwinTop Vermitt K;-;-;
512371;NW Anz Astra TwinTop Vermitt L;-;-;
512372;NW Anz Astra TwinTop Vermitt L;-;-;
513001;NW Anz Saab 9.3Limo Kd Kauf;-;-;
513002;NW Anz Saab 9.3Limo Kd Kauf;-;-;
513011;NW Anz Saab 9.3Limo Kd Leas;-;-;
513012;NW Anz Saab 9.3Limo Kd Leas;-;-;
513021;NW Anz Saab 9.3Lim Gewkd Kauf;-;-;
513022;NW Anz Saab 9.3Lim Gewkd Kauf;-;-;
513031;NW Anz Saab 9.3Lim Gewkd Leas;-;-;
513032;NW Anz Saab 9.3Lim Gewkd Leas;-;-;
513041;NW Anz Saab 9.3Lim Großkd Kauf;-;-;
513042;NW Anz Saab 9.3Lim Großkd Kauf;-;-;
513051;NW Anz Saab 9.3Lim Großkd Leas;-;-;
513052;NW Anz Saab 9.3Lim Großkd Leas;-;-;
513061;NW Anz Saab 9.3Lim Vermitt Ka;-;-;
513062;NW Anz Saab 9.3Lim Vermitt Ka;-;-;
513071;NW Anz Saab 9.3Lim Vermitt Le;-;-;
513072;NW Anz Saab 9.3Lim Vermitt Le;-;-;
513101;NW Anz Saab 9.3 Cabrio Kd Kauf;-;-;
513102;NW Anz Saab 9.3 Cabrio Kd Kauf;-;-;
513111;NW Anz Saab 9.3 Cabrio Kd Leas;-;-;
513112;NW Anz Saab 9.3 Cabrio Kd Leas;-;-;
513121;NW Anz Saab 9.3 Cabrio Gwkd Ka;-;-;
513122;NW Anz Saab 9.3 Cabrio Gwkd Ka;-;-;
513131;NW Anz Saab 9.3 Cabrio Gwkd Le;-;-;
513132;NW Anz Saab 9.3 Cabrio Gwkd Le;-;-;
513141;NW Anz Saab 9.3 Cab Großkd Ka;-;-;
513142;NW Anz Saab 9.3 Cab Großkd Ka;-;-;
513151;NW Anz Saab 9.3 Cab Großkd Le;-;-;
513152;NW Anz Saab 9.3 Cab Großkd Le;-;-;
513161;NW Anz Saab 9.3 Cab Vermitt Ka;-;-;
513162;NW Anz Saab 9.3 Cab Vermitt Ka;-;-;
513171;NW Anz Saab 9.3 Cab Vermitt Le;-;-;
513172;NW Anz Saab 9.3 Cab Vermitt Le;-;-;
513201;NW Anz Saab 9.5 Limo Kd Kauf;-;-;
513202;NW Anz Saab 9.5 Limo Kd Kauf;-;-;
513211;NW Anz Saab 9.5 Limo Kd Leas;-;-;
513212;NW Anz Saab 9.5 Limo Kd Leas;-;-;
513221;NW Anz Saab 9.5 Limo Gewkd Ka;-;-;
513222;NW Anz Saab 9.5 Limo Gewkd Ka;-;-;
513231;NW Anz Saab 9.5 Limo Gewkd Le;-;-;
513232;NW Anz Saab 9.5 Limo Gewkd Le;-;-;
513241;NW Anz Saab 9.3 Limo Großkd Ka;-;-;
513242;NW Anz Saab 9.3 Limo Großkd Ka;-;-;
513251;NW Anz Saab 9.3 Limo Großkd Le;-;-;
513252;NW Anz Saab 9.3 Limo Großkd Le;-;-;
513261;NW Anz Saab 9.3 Limo Vermit Ka;-;-;
513262;NW Anz Saab 9.3 Limo Vermit Ka;-;-;
513271;NW Anz Saab 9.3 Limo Vermit Le;-;-;
513272;NW Anz Saab 9.3 Limo Vermit Le;-;-;
513301;NW Anz Saab 9.5 Kombi Kd Ka;-;-;
513302;NW Anz Saab 9.5 Kombi Kd Ka;-;-;
513311;NW Anz Saab 9.5 Kombi Kd Le;-;-;
513312;NW Anz Saab 9.5 Kombi Kd Le;-;-;
513321;NW Anz Saab 9.5 Kombi Gewkd Ka;-;-;
513322;NW Anz Saab 9.5 Kombi Gewkd Ka;-;-;
513331;NW Anz Saab 9.5 Kombi Gewkd Le;-;-;
513332;NW Anz Saab 9.5 Kombi Gewkd Le;-;-;
513341;NW Anz Saab 9.3 Kombi Großkd K;-;-;
513342;NW Anz Saab 9.3 Kombi Großkd K;-;-;
513351;NW Anz Saab 9.3 Kombi Großkd L;-;-;
513352;NW Anz Saab 9.3 Kombi Großkd L;-;-;
513361;NW Anz Saab 9.3 Kombi Vermit K;-;-;
513362;NW Anz Saab 9.3 Kombi Vermit K;-;-;
513371;NW Anz Saab 9.3 Kombi Vermit L;-;-;
513372;NW Anz Saab 9.3 Kombi Vermit L;-;-;
513401;NW Anz Saab 9.3 Kombi Kd Kauf;-;-;
513402;NW Anz Saab 9.3 Kombi Kd Kauf;-;-;
513411;NW Anz Saab 9.3 Kombi Kd Leas;-;-;
513412;NW Anz Saab 9.3 Kombi Kd Leas;-;-;
513421;NW Anz Saab 9.3 Kombi Gewbk K;-;-;
513422;NW Anz Saab 9.3 Kombi Gewbk K;-;-;
513431;NW Anz Saab 9.3 Kombi Gewbk L;-;-;
513432;NW Anz Saab 9.3 Kombi Gewbk L;-;-;
513441;NW Anz Saab 9.3 Kombi Großkd K;-;-;
513442;NW Anz Saab 9.3 Kombi Großkd K;-;-;
513451;NW Anz Saab 9.3 Kombi Großkd L;-;-;
513452;NW Anz Saab 9.3 Kombi Großkd L;-;-;
513461;NW Anz Saab 9.3 Kombi Vermit K;-;-;
513462;NW Anz Saab 9.3 Kombi Vermit K;-;-;
513471;NW Anz Saab 9.3 Kombi Vermit L;-;-;
513472;NW Anz Saab 9.3 Kombi Vermit L;-;-;
513501;NW Anz Saab 9.7 SUV Kd Kauf;-;-;
513502;NW Anz Saab 9.7 SUV Kd Kauf;-;-;
513511;NW Anz Saab 9.7 SUV Kd Leas;-;-;
513512;NW Anz Saab 9.7 SUV Kd Leas;-;-;
513521;NW Anz Saab 9.7 SUV Gwkd Kauf;-;-;
513522;NW Anz Saab 9.7 SUV Gwkd Kauf;-;-;
513531;NW Anz Saab 9.7 SUV Gwkd Leas;-;-;
513532;NW Anz Saab 9.7 SUV Gwkd Leas;-;-;
513541;NW Anz Saab 9.7 SUV Groß Kauf;-;-;
513542;NW Anz Saab 9.7 SUV Groß Kauf;-;-;
513551;NW Anz Saab 9.7 SUV Groß Leas;-;-;
513552;NW Anz Saab 9.7 SUV Groß Leas;-;-;
513561;NW Anz Saab 9.7 SUV Vermitt K;-;-;
513562;NW Anz Saab 9.7 SUV Vermitt K;-;-;
513571;NW Anz Saab 9.7 SUV Vermitt L;-;-;
513572;NW Anz Saab 9.7 SUV Vermitt L;-;-;
513901;NW Anz HHR an Kunden Kauf;-;-;
513902;NW Anz HHR an Kunden Kauf;-;-;
513911;NW Anz HHR an Kunden Leas;-;-;
513912;NW Anz HHR an Kunden Leas;-;-;
513921;NW Anz HHR an Gewerbekd Kauf;-;-;
513922;NW Anz HHR an Gewerbekd Kauf;-;-;
513931;NW Anz HHR an Gewerbekd Leas;-;-;
513932;NW Anz HHR an Gewerbekd Leas;-;-;
513941;NW Anz HHR an Großkd Kauf;-;-;
513942;NW Anz HHR an Großkd Kauf;-;-;
513951;NW Anz HHR an Großkd Leas;-;-;
513952;NW Anz HHR an Großkd Leas;-;-;
513961;NW Anz HHR an Vermittl Kauf;-;-;
513962;NW Anz HHR an Vermittl Kauf;-;-;
513971;NW Anz HHR an Vermittl Leas;-;-;
513972;NW Anz HHR an Vermittl Leas;-;-;
514001;NW Anz Spark an Kunden;-;-;
514002;NW Anz Spark an Kunden;-;-;
514011;NW Anz Matiz an Kd Leas;-;-;
514012;NW Anz Matiz an Kd Leas;-;-;
514021;NW Anz Matiz Gewerbekd Kauf;-;-;
514022;NW Anz Matiz Gewerbekd Kauf;-;-;
514031;NW Anz Matiz Gewerbekd Leas;-;-;
514032;NW Anz Matiz Gewerbekd Leas;-;-;
514041;NW Anz Matiz an Großkd Kauf;-;-;
514042;NW Anz Matiz an Großkd Kauf;-;-;
514051;NW Anz Matiz an Großkd Leas;-;-;
514052;NW Anz Matiz an Großkd Leas;-;-;
514061;NW Anz Matiz an Vermitt Kauf;-;-;
514062;NW Anz Matiz an Vermitt Kauf;-;-;
514071;NW Anz Matiz an Vermitt Leas;-;-;
514072;NW Anz Matiz an Vermitt Leas;-;-;
514101;NW Anz Kalos an Kunden Kauf;-;-;
514102;NW Anz Kalos an Kunden Kauf;-;-;
514111;NW Anz Kalos an Kd Leas;-;-;
514112;NW Anz Kalos an Kd Leas;-;-;
514121;NW Anz Kalos Gewerbekd Ka;-;-;
514122;NW Anz Kalos Gewerbekd Ka;-;-;
514131;NW Anz Kalos Gewerbekd Le;-;-;
514132;NW Anz Kalos Gewerbekd Le;-;-;
514141;NW Anz Kalos Großkd Kauf;-;-;
514142;NW Anz Kalos Großkd Kauf;-;-;
514151;NW Anz Kalos Großkd Leas;-;-;
514152;NW Anz Kalos Großkd Leas;-;-;
514161;NW Anz Kalos Vermitt Kauf;-;-;
514162;NW Anz Kalos Vermitt Kauf;-;-;
514171;NW Anz Kalos Vermitt Leas;-;-;
514172;NW Anz Kalos Vermitt Leas;-;-;
514201;NW Anz Lacetti an Kd Kauf;-;-;
514202;NW Anz Lacetti an Kd Kauf;-;-;
514211;NW Anz Lacetti an Kd Leas;-;-;
514212;NW Anz Lacetti an Kd Leas;-;-;
514221;NW Anz Lacetti Gewkd Ka;-;-;
514222;NW Anz Lacetti Gewkd Ka;-;-;
514231;NW Anz Lacetti Gewkd Leas;-;-;
514232;NW Anz Lacetti Gewkd Leas;-;-;
514241;NW Anz Lacetti Großkd Kauf;-;-;
514242;NW Anz Lacetti Großkd Kauf;-;-;
514251;NW Anz Lacetti Großkd Leas;-;-;
514252;NW Anz Lacetti Großkd Leas;-;-;
514261;NW Anz Lacetti Vermitt Kauf;-;-;
514262;NW Anz Lacetti Vermitt Kauf;-;-;
514271;NW Anz Lacetti Vermitt Leas;-;-;
514272;NW Anz Lacetti Vermitt Leas;-;-;
514301;NW Anz Nubira an Kd Kauf;-;-;
514302;NW Anz Nubira an Kd Kauf;-;-;
514311;NW Anz Nubira an Kd Leas;-;-;
514312;NW Anz Nubira an Kd Leas;-;-;
514321;NW Anz Nubira Gewkd Kauf;-;-;
514322;NW Anz Nubira Gewkd Kauf;-;-;
514331;NW Anz Nubira Gewkd Leas;-;-;
514332;NW Anz Nubira Gewkd Leas;-;-;
514341;NW Anz Nubira Großkd Kauf;-;-;
514342;NW Anz Nubira Großkd Kauf;-;-;
514351;NW Anz Nubira Großkd Leas;-;-;
514352;NW Anz Nubira Großkd Leas;-;-;
514361;NW Anz Nubira Vermitt Kauf;-;-;
514362;NW Anz Nubira Vermitt Kauf;-;-;
514371;NW Anz Nubira Vermitt Leas;-;-;
514372;NW Anz Nubira Vermitt Leas;-;-;
514401;NW Anz Cruze Kunde Kauf;-;-;
514402;NW Anz Cruze Kunde Kauf;-;-;
514411;NW Anz Cruze Kunde Leasing;-;-;
514412;NW Anz Cruze Kunde Leasing;-;-;
514421;NW Anz Cruze Gewkd Kauf;-;-;
514422;NW Anz Cruze Gewkd Kauf;-;-;
514431;NW Anz Cruze Gewkd Leas;-;-;
514432;NW Anz Cruze Gewkd Leas;-;-;
514441;NW Anz Cruze Großkd Kauf;-;-;
514442;NW Anz Cruze Großkd Kauf;-;-;
514451;NW Anz Cruze Großkd Leas;-;-;
514452;NW Anz Cruze Großkd Leas;-;-;
514461;NW Anz Cruze Vermitt Kauf;-;-;
514462;NW Anz Cruze Vermitt Kauf;-;-;
514471;NW Anz Cruze Vermitt Leas;-;-;
514472;NW Anz Cruze Vermitt Leas;-;-;
514501;NW Anz Rezzo an Kunden Kauf;-;-;
514502;NW Anz Rezzo an Kunden Kauf;-;-;
514511;NW Anz Rezzo an Kd Leas;-;-;
514512;NW Anz Rezzo an Kd Leas;-;-;
514521;NW Anz Rezzo an Gewkd Kauf;-;-;
514522;NW Anz Rezzo an Gewkd Kauf;-;-;
514531;NW Anz Rezzo an Gewkd Leas;-;-;
514532;NW Anz Rezzo an Gewkd Leas;-;-;
514541;NW Anz Rezzo an Großkd Kauf;-;-;
514542;NW Anz Rezzo an Großkd Kauf;-;-;
514551;NW Anz Rezzo an Großkd Leas;-;-;
514552;NW Anz Rezzo an Großkd Leas;-;-;
514561;NW Anz Rezzo an Vermitt Kauf;-;-;
514562;NW Anz Rezzo an Vermitt Kauf;-;-;
514571;NW Anz Rezzo an Vermitt Leas;-;-;
514572;NW Anz Rezzo an Vermitt Leas;-;-;
514601;NW Anz Evanda an Kd Kauf;-;-;
514602;NW Anz Evanda an Kd Kauf;-;-;
514611;NW Anz Evanda an Kd Leas;-;-;
514612;NW Anz Evanda an Kd Leas;-;-;
514621;NW Anz Evanda an Gewkd Kauf;-;-;
514622;NW Anz Evanda an Gewkd Kauf;-;-;
514631;NW Anz Evanda an Gewkd Leas;-;-;
514632;NW Anz Evanda an Gewkd Leas;-;-;
514641;NW Anz Evanda an Großkd Kauf;-;-;
514642;NW Anz Evanda an Großkd Kauf;-;-;
514651;NW Anz Evanda an Großkd Leas;-;-;
514652;NW Anz Evanda an Großkd Leas;-;-;
514661;NW Anz Evanda an Vermitt Kauf;-;-;
514662;NW Anz Evanda an Vermitt Kauf;-;-;
514671;NW Anz Evanda an Vermitt Leas;-;-;
514672;NW Anz Evanda an Vermitt Leas;-;-;
514701;NW Anz Aveo an Kunden Kauf;-;-;
514702;NW Anz Aveo an Kunden Kauf;-;-;
514711;NW Anz Aveo an Kunden Leasing;-;-;
514712;NW Anz Aveo an Kunden Leasing;-;-;
514721;NW Anz Aveo an Gewerbekd Kauf;-;-;
514722;NW Anz Aveo an Gewerbekd Kauf;-;-;
514731;NW Anz Aveo an Gewerbekd Leas;-;-;
514732;NW Anz Aveo an Gewerbekd Leas;-;-;
514741;NW Anz Aveo an Großkd Kauf;-;-;
514742;NW Anz Aveo an Großkd Kauf;-;-;
514751;NW Anz Aveo an Großkd Leas;-;-;
514752;NW Anz Aveo an Großkd Leas;-;-;
514761;NW Anz Aveo an Vermittler Kauf;-;-;
514762;NW Anz Aveo an Vermittler Kauf;-;-;
514771;NW Anz Aveo an Vermittler Leas;-;-;
514772;NW Anz Aveo an Vermittler Leas;-;-;
514801;NW Anz Captiva an Kunden Kauf;-;-;
514802;NW Anz Captiva an Kunden Kauf;-;-;
514811;NW Anz Captiva an Kunden Leas;-;-;
514812;NW Anz Captiva an Kunden Leas;-;-;
514821;NW Anz Captiva an Gewerbekd K;-;-;
514822;NW Anz Captiva an Gewerbekd K;-;-;
514831;NW Anz Captiva an Gewerbekd L;-;-;
514832;NW Anz Captiva an Gewerbekd L;-;-;
514841;NW Anz Captiva an Großkd Kauf;-;-;
514842;NW Anz Captiva an Großkd Kauf;-;-;
514851;NW Anz Captiva an Großkd Leas;-;-;
514852;NW Anz Captiva an Großkd Leas;-;-;
514861;NW Anz Captiva an Vermittler K;-;-;
514862;NW Anz Captiva an Vermittler K;-;-;
514871;NW Anz Captiva an Vermittler L;-;-;
514872;NW Anz Captiva an Vermittler L;-;-;
514901;NW Anz Epica an Kunde Kauf;-;-;
514902;NW Anz Epica an Kunde Kauf;-;-;
514911;NW Anz Epica an Kunde Leasing;-;-;
514912;NW Anz Epica an Kunde Leasing;-;-;
514921;NW Anz Epica an Gewerbekd Kauf;-;-;
514922;NW Anz Epica an Gewerbekd Kauf;-;-;
514931;NW Anz Epica an Gewerbekd Leas;-;-;
514932;NW Anz Epica an Gewerbekd Leas;-;-;
514941;NW Anz Epica an Großkd Kauf;-;-;
514942;NW Anz Epica an Großkd Kauf;-;-;
514951;NW Anz Epica an Großkd Leasing;-;-;
514952;NW Anz Epica an Großkd Leasing;-;-;
514961;NW Anz Epica an Vermittl Kauf;-;-;
514962;NW Anz Epica an Vermittl Kauf;-;-;
514971;NW Anz Epica an Vermittl Leas;-;-;
514972;NW Anz Epica an Vermittl Leas;-;-;
515001;NW Anz Sonst NW PKW <>GM Kd;-;-;
515002;NW Anz Sonst NW PKW <>GM Kd;-;-;
515021;NW Anz Sonst NW PKW <>GM Ge;-;-;
515022;NW Anz Sonst NW PKW <>GM Ge;-;-;
515101;NW Anz Sonst NW NFZ GM Kd;-;-;
515102;NW Anz Sonst NW NFZ GM Kd;-;-;
515121;NW Anz Sonst NW NFZ GM Ge;-;-;
515122;NW Anz Sonst NW NFZ GM Ge;-;-;
515211;NW Anz Kd Finanzierungen;-;-;
515212;NW Anz Kd Finanzierungen;-;-;
515221;NW Anz Gewerbekd Finanz;-;-;
515222;NW Anz Gewerbekd Finanz;-;-;
515231;NW Anz Großkd Finanz;-;-;
515232;NW Anz Großkd Finanz;-;-;
515241;NW Anz Vermitt Finanz;-;-;
515242;NW Anz Vermitt Finanz;-;-;
515311;NW Anzahl Kunden Leasing;-;-;
515312;NW Anzahl Kunden Leasing;-;-;
515321;NW Anz Gewerbekd Leas;-;-;
515322;NW Anz Gewerbekd Leas;-;-;
515331;NW Anzahl Großkunden Leasing;-;-;
515332;NW Anzahl Großkunden Leasing;-;-;
515341;NW Anzahl Vermittler Leasing;-;-;
515342;NW Anzahl Vermittler Leasing;-;-;
516001;Anz NW an andere Händleri.A.;-;-;
516002;Anz NW an andere Händleri.A.;-;-;
517001;Anzahl der NW im Bestand;-;-;
517002;Anzahl der NW im Bestand;-;-;
518001;Anz VFW Opel PKW Kd;-;-;
518002;Anz VFW Opel PKW Kd;-;-;
518011;Anz VFW Opel PKW Hd;-;-;
518012;Anz VFW Opel PKW Hd;-;-;
518101;Anz VFW Opel NFZ Kd;-;-;
518102;Anz VFW Opel NFZ Kd;-;-;
518111;Anz VFW Opel NFZ Hd;-;-;
518112;Anz VFW Opel NFZ Hd;-;-;
518201;Anz VFW Saab PKW Kd;-;-;
518202;Anz VFW Saab PKW Kd;-;-;
518211;Anz VFW Saab PKW Hd;-;-;
518212;Anz VFW Saab PKW Hd;-;-;
518401;Anz VFW Chev PKW Kd;-;-;
518402;Anz VFW Chev PKW Kd;-;-;
518411;Anz VFW Chev PKW Hd;-;-;
518412;Anz VFW Chev PKW Hd;-;-;
518501;Anz VFW Chev NFZ Kd;-;-;
518502;Anz VFW Chev NFZ Kd;-;-;
518511;Anz VFW Chev NFZ Hd;-;-;
518512;Anz VFW Chev NFZ Hd;-;-;
519001;Anz MW PKW Kd G2;-;-;
519002;Anz MW PKW Kd G2;-;-;
519101;Anz MW NFZ Kd G2;-;-;
519102;Anz MW NFZ Kd G2;-;-;
519201;Anzahl Mietwagen PKW Kunden;-;-;
519202;Anzahl Mietwagen PKW Kunden;-;-;
519301;Anzahl Mietwagen NFZ Kunden;-;-;
519302;Anzahl Mietwagen NFZ Kunden;-;-;
519411;Anzahl Mietwagen PKW Handel;-;-;
519412;Anzahl Mietwagen PKW Handel;-;-;
